loan_amnt,purpose,revenue,dti_n,fico_n,home_ownership_n,emp_length_n,Default
25000,credit_card,79000,29.42,727,MORTGAGE,11,0
25000,credit_card,126000,29.02,667,MORTGAGE,3,1
25000,credit_card,118000,28.95,697,MORTGAGE,8,0
25000,credit_card,65000,28.17,677,MORTGAGE,11,0
25000,credit_card,79000,28.12,712,MORTGAGE,11,1
25000,credit_card,75000,27.76,722,MORTGAGE,6,0
25000,credit_card,108000,27.71,692,RENT,9,0
25000,credit_card,70000,27.46,727,RENT,11,0
25000,credit_card,130000,27.19,712,MORTGAGE,9,0
25000,credit_card,91000,27.06,712,RENT,10,0
25000,credit_card,92000,26.85,707,MORTGAGE,0,0
25000,credit_card,85000,26.49,717,OWN,11,0
25000,credit_card,50000,25.64,672,RENT,1,0
25000,credit_card,50000,25.13,702,MORTGAGE,1,0
25000,credit_card,57549,25.08,702,MORTGAGE,11,0
25000,credit_card,68000,24.54,697,RENT,3,0
25000,credit_card,80000,23.82,712,RENT,3,0
25000,credit_card,118642,23.63,752,MORTGAGE,9,0
25000,credit_card,67000,23.52,727,MORTGAGE,9,0
25000,credit_card,75000,23.3,722,MORTGAGE,9,0
25000,credit_card,60500,22.73,767,OWN,11,0
25000,credit_card,75000,22.16,662,MORTGAGE,11,0
25000,credit_card,125000,21.77,707,MORTGAGE,5,0
25000,credit_card,80000,21.02,667,RENT,3,0
25000,credit_card,72800,20.94,712,RENT,1,0
25000,credit_card,50000,20.48,722,MORTGAGE,11,0
25000,credit_card,134400,20.25,702,MORTGAGE,11,0
25000,credit_card,140000,19.98,692,RENT,11,0
25000,credit_card,60000,19.84,712,RENT,4,0
25000,credit_card,135000,19.68,737,MORTGAGE,10,0
25000,credit_card,95000,19.35,692,RENT,5,1
25000,credit_card,100000,19.01,692,RENT,4,0
25000,credit_card,150000,18.85,677,RENT,11,1
25000,credit_card,120000,18.84,702,OWN,2,0
25000,credit_card,67117.42,18.36,697,RENT,11,0
25000,credit_card,90000,18.25,692,MORTGAGE,3,0
25000,credit_card,175000,17.57,662,MORTGAGE,7,0
25000,credit_card,105000,17.4,662,MORTGAGE,3,0
25000,credit_card,190000,17.31,682,MORTGAGE,11,0
25000,credit_card,250000,16.67,712,MORTGAGE,11,0
25000,credit_card,100000,16.4,687,MORTGAGE,2,0
25000,credit_card,110000,15.87,692,RENT,2,0
25000,credit_card,100000,15.69,687,RENT,11,0
25000,credit_card,86000,15.61,742,MORTGAGE,10,0
25000,credit_card,145000,15.34,742,MORTGAGE,6,0
25000,credit_card,75000,14.96,682,RENT,6,0
25000,credit_card,96000,14.94,707,MORTGAGE,11,0
25000,credit_card,100000,14.88,712,RENT,1,0
25000,credit_card,86000,14.51,662,MORTGAGE,11,1
25000,credit_card,65000,14.31,687,MORTGAGE,5,0
25000,credit_card,115000,13.93,692,OWN,11,0
25000,credit_card,80000,13.28,682,MORTGAGE,5,0
25000,credit_card,105000,12.9,712,MORTGAGE,1,0
25000,credit_card,75000,12.74,737,RENT,11,0
25000,credit_card,220000,12.71,677,MORTGAGE,4,0
25000,credit_card,65000,12.68,682,MORTGAGE,2,0
25000,credit_card,285000,12.51,802,MORTGAGE,6,0
25000,credit_card,100000,12.51,702,MORTGAGE,11,0
25000,credit_card,135000,11.65,667,RENT,1,0
25000,credit_card,86000,11.62,692,MORTGAGE,6,1
25000,credit_card,55000,10.79,697,RENT,3,0
25000,credit_card,100000,10.72,742,MORTGAGE,0,0
25000,credit_card,90000,10.53,737,RENT,6,0
25000,credit_card,120000,10.22,722,MORTGAGE,11,0
25000,credit_card,90000,10,757,RENT,11,1
25000,credit_card,135000,9.9,682,MORTGAGE,11,0
25000,credit_card,170000,9.88,727,MORTGAGE,3,0
25000,credit_card,85000,9.76,692,RENT,11,0
25000,credit_card,60000,9.76,702,RENT,3,0
25000,credit_card,90000,9.08,682,RENT,6,0
25000,credit_card,200000,6.71,732,OWN,11,0
25000,credit_card,250000,3.6,717,MORTGAGE,2,0
24825,credit_card,110000,12.97,732,OWN,1,0
24750,credit_card,66000,20.71,672,RENT,11,0
24650,credit_card,70000,17.61,672,MORTGAGE,11,0
24625,credit_card,175000,18.36,787,RENT,4,0
24475,credit_card,51000,32.69,702,RENT,11,0
24375,credit_card,53000,21.63,687,RENT,9,0
24100,credit_card,120000,18.67,712,MORTGAGE,2,0
24000,credit_card,83162,60.87,662,MORTGAGE,3,1
24000,credit_card,88000,36.14,722,MORTGAGE,4,0
24000,credit_card,100000,33.49,722,MORTGAGE,11,0
24000,credit_card,58000,31.86,667,RENT,11,1
24000,credit_card,48000,29.77,792,OWN,0,1
24000,credit_card,76000,29.75,712,MORTGAGE,3,0
24000,credit_card,85000,29.68,697,MORTGAGE,11,1
24000,credit_card,130000,28.87,667,RENT,11,0
24000,credit_card,86000,28.69,712,MORTGAGE,11,0
24000,credit_card,150000,28.59,697,RENT,9,0
24000,credit_card,80000,28.52,687,MORTGAGE,11,0
24000,credit_card,54000,28.31,672,OWN,11,1
24000,credit_card,64000,28.01,707,RENT,11,0
24000,credit_card,60000,26.38,672,RENT,8,0
24000,credit_card,75000,26.33,747,MORTGAGE,11,0
24000,credit_card,96500,26.22,702,MORTGAGE,11,0
24000,credit_card,105000,26,672,RENT,4,0
24000,credit_card,70000,25.97,672,MORTGAGE,2,1
24000,credit_card,125000,24.85,667,MORTGAGE,6,0
24000,credit_card,120000,24.83,717,OWN,1,1
24000,credit_card,68244,24.65,702,RENT,2,0
24000,credit_card,100000,24.48,702,MORTGAGE,3,0
24000,credit_card,125000,24.11,677,MORTGAGE,11,1
24000,credit_card,61000,23.73,702,OWN,3,0
24000,credit_card,325000,23.71,767,MORTGAGE,9,0
24000,credit_card,60000,23.57,662,OWN,8,0
24000,credit_card,102000,22.94,672,MORTGAGE,6,0
24000,credit_card,165000,22.85,687,MORTGAGE,3,0
24000,credit_card,48000,22.8,737,RENT,5,0
24000,credit_card,117000,22.76,677,MORTGAGE,2,0
24000,credit_card,102000,22.59,712,RENT,5,1
24000,credit_card,75000,21.79,667,MORTGAGE,11,0
24000,credit_card,110000,21.41,747,RENT,11,1
24000,credit_card,65000,20.38,692,RENT,3,0
24000,credit_card,100000,20.12,682,MORTGAGE,11,0
24000,credit_card,85000,19.91,722,MORTGAGE,11,1
24000,credit_card,150000,19.88,792,MORTGAGE,11,0
24000,credit_card,123360,19.48,707,RENT,2,0
24000,credit_card,100000,19.44,672,MORTGAGE,4,0
24000,credit_card,100000,19.07,682,RENT,6,0
24000,credit_card,130000,18.55,662,RENT,4,0
24000,credit_card,112000,18.1,717,OWN,3,0
24000,credit_card,105000,18.08,697,MORTGAGE,4,0
24000,credit_card,67000,17.89,747,RENT,7,0
24000,credit_card,97000,17.78,692,MORTGAGE,9,0
24000,credit_card,50000,17.57,757,MORTGAGE,2,0
24000,credit_card,143000,17.42,757,MORTGAGE,8,0
24000,credit_card,69100,17.14,712,MORTGAGE,10,0
24000,credit_card,106200,16.95,677,RENT,2,0
24000,credit_card,80000,16.85,687,MORTGAGE,4,0
24000,credit_card,105968,16.79,702,RENT,11,0
24000,credit_card,96000,16.75,697,MORTGAGE,11,1
24000,credit_card,160000,16.55,717,OWN,9,0
24000,credit_card,118000,16.41,677,MORTGAGE,11,0
24000,credit_card,160000,16.38,702,MORTGAGE,11,0
24000,credit_card,73000,16.02,717,MORTGAGE,11,0
24000,credit_card,160000,15.87,687,MORTGAGE,7,0
24000,credit_card,107500,15.82,722,MORTGAGE,9,0
24000,credit_card,86000,15.55,662,MORTGAGE,4,0
24000,credit_card,160000,15.46,662,MORTGAGE,2,0
24000,credit_card,234575,15.1,752,MORTGAGE,3,0
24000,credit_card,80000,14.69,692,MORTGAGE,11,0
24000,credit_card,89000,14.6,687,RENT,9,0
24000,credit_card,65000,14.54,712,MORTGAGE,0,0
24000,credit_card,96000,14.41,687,RENT,3,1
24000,credit_card,105000,13.99,782,RENT,3,0
24000,credit_card,50000,13.87,727,MORTGAGE,4,0
24000,credit_card,132000,12.02,717,RENT,5,0
24000,credit_card,150000,11.7,712,MORTGAGE,1,0
24000,credit_card,210000,10.96,722,MORTGAGE,11,0
24000,credit_card,190000,9.59,717,RENT,4,1
24000,credit_card,116000,9.56,717,RENT,9,0
24000,credit_card,110000,9.46,662,MORTGAGE,4,0
24000,credit_card,89800,8.98,722,MORTGAGE,11,0
24000,credit_card,150000,8.93,677,RENT,3,1
24000,credit_card,125000,8.88,707,OWN,8,0
24000,credit_card,142999,7.86,782,RENT,3,0
24000,credit_card,75000,7.76,707,RENT,7,0
24000,credit_card,105000,7.5,667,OWN,11,1
24000,credit_card,127228,6.95,662,OWN,11,0
24000,credit_card,205000,5.94,732,MORTGAGE,5,0
24000,credit_card,88000,5.84,792,MORTGAGE,3,0
24000,credit_card,80000,5.46,667,RENT,11,0
24000,credit_card,86000,4.07,727,RENT,1,0
24000,credit_card,150000,2.73,752,MORTGAGE,11,0
23950,credit_card,160000,18.41,677,RENT,4,1
23950,credit_card,49920,10.96,712,RENT,5,0
23800,credit_card,151000,39.67,702,MORTGAGE,11,0
23800,credit_card,59500,22.49,712,MORTGAGE,1,0
23500,credit_card,155000,10.61,672,MORTGAGE,2,0
23450,credit_card,82000,30.03,722,MORTGAGE,11,0
23450,credit_card,49000,17.4,712,MORTGAGE,5,0
23325,credit_card,62000,28.38,722,RENT,11,0
23250,credit_card,46512,28.66,692,RENT,2,0
23100,credit_card,65000,24.87,672,MORTGAGE,11,0
23025,credit_card,48000,32.3,682,RENT,1,0
23025,credit_card,48000,19.74,692,RENT,4,0
23025,credit_card,90000,2.05,667,MORTGAGE,11,0
23000,credit_card,152600,21.52,687,MORTGAGE,11,0
23000,credit_card,55000,20.55,782,OWN,3,0
23000,credit_card,50000,19.92,697,RENT,11,1
23000,credit_card,100000,15.17,717,OWN,9,0
23000,credit_card,25000,14.79,682,OWN,0,0
23000,credit_card,66000,8.6,697,MORTGAGE,0,0
22900,credit_card,66288,33.47,692,MORTGAGE,11,1
22850,credit_card,56000,19.63,682,MORTGAGE,11,0
22800,credit_card,60000,14.72,717,RENT,11,0
22750,credit_card,270000,9.95,672,RENT,5,1
22700,credit_card,57000,18.93,672,MORTGAGE,8,1
22500,credit_card,97000,14.45,752,MORTGAGE,11,0
22500,credit_card,120000,8.38,717,MORTGAGE,11,0
22400,credit_card,62000,33.04,732,RENT,11,0
22400,credit_card,66000,27.13,672,RENT,2,0
22400,credit_card,75000,22.01,717,MORTGAGE,0,0
22400,credit_card,128000,18.59,687,OWN,11,1
22400,credit_card,96000,16.66,692,MORTGAGE,5,0
22400,credit_card,104000,14.21,712,MORTGAGE,11,1
22350,credit_card,400000,14.74,697,MORTGAGE,11,0
22350,credit_card,650000,7.59,672,MORTGAGE,7,0
22225,credit_card,46342,7.89,727,MORTGAGE,8,0
22000,credit_card,73000,30.84,687,RENT,11,0
22000,credit_card,90000,25.41,677,MORTGAGE,10,0
22000,credit_card,90000,24.95,682,MORTGAGE,11,0
22000,credit_card,77000,24.13,712,RENT,5,0
22000,credit_card,44000,23.65,712,OWN,0,0
22000,credit_card,119000,22.4,677,MORTGAGE,7,1
22000,credit_card,82200,21.46,732,OWN,4,0
22000,credit_card,44000,20.98,732,MORTGAGE,6,0
22000,credit_card,90300,19.61,722,MORTGAGE,11,0
22000,credit_card,68000,18.67,697,OWN,5,0
22000,credit_card,50000,18.55,667,RENT,11,1
22000,credit_card,85000,17.38,667,RENT,7,0
22000,credit_card,70000,16.08,737,RENT,11,0
22000,credit_card,115000,11.53,697,OWN,11,0
21750,credit_card,65000,20.25,702,OWN,11,0
21700,credit_card,59000,33.36,672,RENT,8,1
21600,credit_card,69900,26.4,667,MORTGAGE,10,0
21600,credit_card,62500,20.13,662,RENT,1,1
21600,credit_card,45000,17.33,692,MORTGAGE,4,0
21600,credit_card,68500,8.2,677,RENT,4,0
21600,credit_card,96000,6.83,667,RENT,4,0
21550,credit_card,65000,21.96,672,RENT,7,1
21500,credit_card,82387,34.52,702,MORTGAGE,11,0
21500,credit_card,59652,30.42,672,MORTGAGE,11,0
21500,credit_card,215000,10.98,702,MORTGAGE,5,0
21500,credit_card,115000,3.86,672,OWN,11,0
21450,credit_card,42944,16.41,727,RENT,6,1
21450,credit_card,200000,11.03,667,RENT,11,0
21250,credit_card,133000,20.44,712,MORTGAGE,6,0
21150,credit_card,62976,26.56,672,MORTGAGE,9,0
21150,credit_card,75000,24.03,687,MORTGAGE,9,0
21100,credit_card,67000,20.8,677,RENT,11,1
21000,credit_card,110000,51.36,667,MORTGAGE,11,0
21000,credit_card,48000,35.3,687,RENT,2,0
21000,credit_card,135000,33,662,MORTGAGE,9,0
21000,credit_card,84000,32.2,757,OWN,11,0
21000,credit_card,85000,28.99,697,MORTGAGE,7,1
21000,credit_card,65000,28.49,722,MORTGAGE,11,0
21000,credit_card,63000,26.84,722,MORTGAGE,0,0
21000,credit_card,165000,25.7,707,MORTGAGE,6,0
21000,credit_card,70000,25,677,MORTGAGE,11,0
21000,credit_card,92000,24.77,672,MORTGAGE,6,0
21000,credit_card,70000,23.12,692,RENT,7,0
21000,credit_card,62000,22.36,692,RENT,2,0
21000,credit_card,170000,21.38,662,OWN,3,0
21000,credit_card,120000,20.25,687,MORTGAGE,11,1
21000,credit_card,140000,19.86,682,RENT,11,1
21000,credit_card,150000,18.8,707,MORTGAGE,11,0
21000,credit_card,70000,18.46,667,MORTGAGE,7,0
21000,credit_card,80000,17.53,687,OWN,11,0
21000,credit_card,250000,17.29,672,MORTGAGE,5,1
21000,credit_card,70000,16.72,667,MORTGAGE,11,1
21000,credit_card,136000,16.52,672,RENT,6,1
21000,credit_card,108000,15.87,752,MORTGAGE,9,0
21000,credit_card,150000,14.84,687,MORTGAGE,11,0
21000,credit_card,100000,14.64,782,MORTGAGE,10,0
21000,credit_card,84500,14.46,687,RENT,11,0
21000,credit_card,60000,14.28,717,MORTGAGE,4,0
21000,credit_card,150000,13.4,722,MORTGAGE,11,0
21000,credit_card,124000,13.33,702,MORTGAGE,11,0
21000,credit_card,124000,12.97,687,MORTGAGE,11,0
21000,credit_card,100000,12.7,737,RENT,9,0
21000,credit_card,79000,12.18,682,RENT,6,0
21000,credit_card,68000,12.16,697,RENT,8,0
21000,credit_card,65000,12.04,682,MORTGAGE,0,0
21000,credit_card,137000,10.1,692,MORTGAGE,11,0
21000,credit_card,240000,8.84,707,MORTGAGE,4,0
21000,credit_card,160000,8.53,682,MORTGAGE,11,0
21000,credit_card,123000,8.32,802,MORTGAGE,10,0
21000,credit_card,100000,7.25,757,MORTGAGE,1,0
21000,credit_card,57000,6.4,677,OWN,5,0
20800,credit_card,125000,17.28,777,RENT,2,0
20575,credit_card,57000,18.44,717,MORTGAGE,11,0
20500,credit_card,92000,33.72,692,MORTGAGE,6,0
20500,credit_card,51292,17.71,672,RENT,11,0
20400,credit_card,96000,26.31,712,MORTGAGE,5,0
20400,credit_card,48000,25.7,672,RENT,5,0
20400,credit_card,85000,17.55,687,RENT,4,0
20400,credit_card,85000,16.74,672,RENT,3,0
20400,credit_card,115000,12.49,667,RENT,3,0
20325,credit_card,58440,21.34,702,MORTGAGE,0,0
20325,credit_card,60000,11.84,672,OWN,6,0
20250,credit_card,55000,16.71,672,MORTGAGE,4,1
20175,credit_card,48000,14.83,682,MORTGAGE,11,1
20150,credit_card,60000,33.72,667,MORTGAGE,1,0
20075,credit_card,57107,17.26,737,MORTGAGE,11,0
20000,credit_card,116000,45.29,727,MORTGAGE,5,0
20000,credit_card,93000,43.66,772,MORTGAGE,1,0
20000,credit_card,121000,42.25,697,MORTGAGE,9,1
20000,credit_card,80000,41.6,672,MORTGAGE,11,0
20000,credit_card,74000,39.99,682,RENT,4,1
20000,credit_card,120000,39.71,722,OWN,0,0
20000,credit_card,51136,38.63,717,RENT,7,0
20000,credit_card,65000,38.53,697,MORTGAGE,1,1
20000,credit_card,136000,37.8,727,MORTGAGE,11,0
20000,credit_card,91300,37.07,707,MORTGAGE,11,0
20000,credit_card,58450,36.1,677,MORTGAGE,6,0
20000,credit_card,55000,34.91,722,RENT,11,1
20000,credit_card,53900,33.87,672,RENT,9,0
20000,credit_card,80000,33.84,777,MORTGAGE,10,0
20000,credit_card,56000,33.8,697,MORTGAGE,1,0
20000,credit_card,77000,33.18,692,OWN,11,1
20000,credit_card,40000,32.25,732,RENT,1,1
20000,credit_card,85000,32.08,697,MORTGAGE,4,1
20000,credit_card,86000,30.66,717,MORTGAGE,11,0
20000,credit_card,120000,30.63,712,MORTGAGE,11,0
20000,credit_card,49000,30.45,672,RENT,8,1
20000,credit_card,66254,30.03,687,MORTGAGE,9,0
20000,credit_card,103000,29.97,682,MORTGAGE,11,0
20000,credit_card,106000,29.04,692,MORTGAGE,4,1
20000,credit_card,61992,28.88,687,MORTGAGE,11,0
20000,credit_card,93000,28.76,692,MORTGAGE,11,0
20000,credit_card,80000,28.58,677,MORTGAGE,11,0
20000,credit_card,55332,28.43,672,OWN,1,1
20000,credit_card,51000,28.28,687,OWN,8,1
20000,credit_card,68000,27.78,682,RENT,9,1
20000,credit_card,130000,27.44,712,MORTGAGE,6,1
20000,credit_card,133500,27,762,MORTGAGE,9,0
20000,credit_card,45000,26.96,687,OWN,1,1
20000,credit_card,115000,26.73,672,MORTGAGE,2,1
20000,credit_card,62000,26.67,687,RENT,6,1
20000,credit_card,102000,26.64,662,MORTGAGE,9,0
20000,credit_card,55000,26.64,707,RENT,7,0
20000,credit_card,48000,26.48,662,RENT,5,0
20000,credit_card,69000,26.26,662,OWN,11,0
20000,credit_card,95000,25.79,667,MORTGAGE,11,0
20000,credit_card,68000,25.75,672,MORTGAGE,0,0
20000,credit_card,46000,25.68,702,RENT,6,1
20000,credit_card,90000,25.65,672,RENT,1,0
20000,credit_card,65000,25.44,687,RENT,5,1
20000,credit_card,80000,25.25,682,RENT,6,1
20000,credit_card,60000,24.8,677,MORTGAGE,0,1
20000,credit_card,60000,24.74,687,MORTGAGE,0,1
20000,credit_card,110000,24.68,687,MORTGAGE,6,0
20000,credit_card,55000,24.44,672,MORTGAGE,3,0
20000,credit_card,82652,24.3,732,MORTGAGE,11,0
20000,credit_card,40000,24.18,717,MORTGAGE,3,0
20000,credit_card,90000,24.12,687,MORTGAGE,4,0
20000,credit_card,60000,23.98,742,MORTGAGE,6,0
20000,credit_card,153000,23.36,727,MORTGAGE,11,0
20000,credit_card,124000,23.15,762,RENT,9,0
20000,credit_card,57000,22.99,717,RENT,5,0
20000,credit_card,49500,22.47,742,MORTGAGE,4,1
20000,credit_card,74000,22.42,667,RENT,6,0
20000,credit_card,108000,22.12,672,MORTGAGE,11,0
20000,credit_card,44000,22.09,702,RENT,11,0
20000,credit_card,85000,22,722,MORTGAGE,11,0
20000,credit_card,65000,21.94,717,MORTGAGE,6,0
20000,credit_card,86000,21.91,672,MORTGAGE,10,0
20000,credit_card,75000,21.35,722,MORTGAGE,3,0
20000,credit_card,131500,21.32,712,MORTGAGE,11,0
20000,credit_card,35000,21.26,672,OWN,6,1
20000,credit_card,100000,21.05,672,MORTGAGE,3,1
20000,credit_card,42000,20.97,667,MORTGAGE,10,0
20000,credit_card,130000,20.85,722,MORTGAGE,11,0
20000,credit_card,85000,20.65,702,RENT,11,1
20000,credit_card,69000,20.42,752,MORTGAGE,5,0
20000,credit_card,90000,20.31,687,RENT,11,0
20000,credit_card,80000,20.28,727,MORTGAGE,9,0
20000,credit_card,158000,20.1,697,RENT,4,0
20000,credit_card,60000,19.94,692,RENT,6,0
20000,credit_card,80000,19.83,732,RENT,7,0
20000,credit_card,73000,19.61,692,RENT,11,1
20000,credit_card,85000,19.44,712,MORTGAGE,11,0
20000,credit_card,60000,19.16,702,MORTGAGE,1,0
20000,credit_card,81475,18.96,682,MORTGAGE,6,0
20000,credit_card,112000,18.55,767,OWN,3,0
20000,credit_card,80000,18.35,722,MORTGAGE,7,0
20000,credit_card,80000,18.17,792,OWN,11,0
20000,credit_card,70000,18.09,682,MORTGAGE,11,1
20000,credit_card,130000,17.94,677,MORTGAGE,9,0
20000,credit_card,71800,17.88,712,MORTGAGE,3,0
20000,credit_card,99000,17.76,672,RENT,2,0
20000,credit_card,305000,17.63,737,MORTGAGE,8,0
20000,credit_card,120000,17.59,682,MORTGAGE,2,0
20000,credit_card,120000,17.57,732,OWN,11,0
20000,credit_card,40000,17.46,677,MORTGAGE,11,0
20000,credit_card,83000,17.41,687,MORTGAGE,11,0
20000,credit_card,90000,17.36,692,MORTGAGE,0,0
20000,credit_card,72000,17.33,742,OWN,0,0
20000,credit_card,115000,17.16,672,RENT,1,0
20000,credit_card,85000,16.88,667,MORTGAGE,7,0
20000,credit_card,105000,16.8,772,MORTGAGE,6,0
20000,credit_card,172000,16.65,707,OWN,11,0
20000,credit_card,110000,16.64,677,MORTGAGE,10,0
20000,credit_card,50000,16.63,672,RENT,0,1
20000,credit_card,144000,16.49,817,MORTGAGE,11,0
20000,credit_card,135000,16.48,667,RENT,11,0
20000,credit_card,52000,15.99,682,MORTGAGE,6,0
20000,credit_card,56000,15.92,687,RENT,9,0
20000,credit_card,120000,15.84,717,RENT,4,0
20000,credit_card,80000,15.75,697,MORTGAGE,11,0
20000,credit_card,90000,15.45,727,RENT,3,0
20000,credit_card,68000,15.43,697,RENT,1,0
20000,credit_card,90000,15.11,682,MORTGAGE,11,0
20000,credit_card,80000,15.07,757,MORTGAGE,3,0
20000,credit_card,81000,14.93,672,MORTGAGE,2,0
20000,credit_card,115000,14.91,742,RENT,7,0
20000,credit_card,65000,14.88,702,MORTGAGE,11,0
20000,credit_card,160000,14.75,722,OWN,11,1
20000,credit_card,75000,14.66,742,MORTGAGE,3,0
20000,credit_card,70000,14.62,662,OWN,11,0
20000,credit_card,40000,14.61,707,MORTGAGE,3,0
20000,credit_card,95000,14.17,662,RENT,6,0
20000,credit_card,98000,13.89,682,RENT,4,0
20000,credit_card,110000,13.67,697,RENT,1,0
20000,credit_card,51585,13.37,692,MORTGAGE,6,1
20000,credit_card,92000,13.24,667,MORTGAGE,4,0
20000,credit_card,36000,13.2,692,MORTGAGE,4,0
20000,credit_card,125900,13.14,662,OWN,11,0
20000,credit_card,46000,12.85,707,OWN,2,0
20000,credit_card,262500,12.84,677,RENT,2,0
20000,credit_card,84000,12.83,772,MORTGAGE,11,0
20000,credit_card,85000,12.76,672,MORTGAGE,5,0
20000,credit_card,114000,12.67,662,RENT,11,0
20000,credit_card,90000,12.49,702,MORTGAGE,2,1
20000,credit_card,120000,12.46,687,RENT,11,0
20000,credit_card,120000,12.3,672,MORTGAGE,11,0
20000,credit_card,67000,12.2,682,MORTGAGE,5,0
20000,credit_card,130000,12.18,662,RENT,6,0
20000,credit_card,100000,12.04,722,RENT,11,1
20000,credit_card,95000,12.03,722,MORTGAGE,11,0
20000,credit_card,65000,11.9,677,MORTGAGE,1,0
20000,credit_card,85000,11.84,662,MORTGAGE,11,0
20000,credit_card,65000,11.82,717,RENT,3,0
20000,credit_card,108000,11.7,687,MORTGAGE,11,0
20000,credit_card,72000,11.43,667,RENT,11,0
20000,credit_card,264000,11.39,822,MORTGAGE,8,0
20000,credit_card,131165,11.38,737,RENT,2,0
20000,credit_card,118000,10.93,682,MORTGAGE,11,0
20000,credit_card,60000,10.84,672,MORTGAGE,2,0
20000,credit_card,95000,10.67,662,MORTGAGE,6,0
20000,credit_card,109000,10.25,672,OWN,7,0
20000,credit_card,90000,10.07,692,MORTGAGE,3,0
20000,credit_card,82000,10.07,782,RENT,1,0
20000,credit_card,156500,10.01,712,MORTGAGE,8,0
20000,credit_card,44000,10.01,712,RENT,3,0
20000,credit_card,100000,10,727,MORTGAGE,4,0
20000,credit_card,170000,9.95,702,MORTGAGE,11,0
20000,credit_card,185000,9.86,692,RENT,4,0
20000,credit_card,109000,9.25,672,RENT,11,0
20000,credit_card,40000,9.12,712,RENT,4,1
20000,credit_card,106000,8.97,662,RENT,7,0
20000,credit_card,72000,7.9,667,OWN,8,0
20000,credit_card,175000,7.86,692,MORTGAGE,9,0
20000,credit_card,98000,7.74,672,MORTGAGE,8,0
20000,credit_card,92000,7.7,687,RENT,5,0
20000,credit_card,121000,7.67,697,MORTGAGE,11,0
20000,credit_card,200000,7.64,717,RENT,11,0
20000,credit_card,100000,7.56,707,MORTGAGE,9,0
20000,credit_card,144000,7.47,667,MORTGAGE,4,0
20000,credit_card,68000,7.17,662,RENT,5,0
20000,credit_card,115000,7.03,742,MORTGAGE,5,0
20000,credit_card,88000,6.6,667,RENT,11,0
20000,credit_card,85000,6.34,692,RENT,8,0
20000,credit_card,55000,6.09,687,MORTGAGE,11,1
20000,credit_card,225000,5.75,692,MORTGAGE,11,0
20000,credit_card,175000,5.56,677,RENT,3,0
20000,credit_card,99000,4.85,687,RENT,9,0
20000,credit_card,95000,4.71,677,RENT,3,0
20000,credit_card,111101,3.34,662,RENT,11,1
19950,credit_card,69000,37.07,727,RENT,11,0
19925,credit_card,50787,15.43,692,MORTGAGE,11,0
19800,credit_card,75500,25.15,662,MORTGAGE,1,0
